instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,registered
7749,2011-11-24,4,0,11,11,1,4,0,1,0.42,0.4242,0.41,0.2985,90
7750,2011-11-24,4,0,11,12,1,4,0,1,0.46,0.4545,0.36,0.2239,88
7751,2011-11-24,4,0,11,13,1,4,0,1,0.48,0.4697,0.33,0.2239,91
7752,2011-11-24,4,0,11,14,1,4,0,1,0.5,0.4848,0.31,0.2985,94
7753,2011-11-24,4,0,11,15,1,4,0,1,0.5,0.4848,0.31,0.2537,71
7754,2011-11-24,4,0,11,16,1,4,0,1,0.5,0.4848,0.34,0.2836,66
7755,2011-11-24,4,0,11,17,1,4,0,1,0.48,0.4697,0.33,0.1045,40
7756,2011-11-24,4,0,11,18,1,4,0,1,0.42,0.4242,0.5,0.0896,24
7757,2011-11-24,4,0,11,19,1,4,0,1,0.4,0.4091,0.54,0.1045,13
7758,2011-11-24,4,0,11,20,1,4,0,1,0.36,0.3485,0.76,0.1642,17
7759,2011-11-24,4,0,11,21,1,4,0,1,0.36,0.3485,0.71,0.1642,19
7760,2011-11-24,4,0,11,22,1,4,0,1,0.36,0.3485,0.71,0.1642,14
7761,2011-11-24,4,0,11,23,1,4,0,1,0.34,0.3485,0.76,0.1045,19
7762,2011-11-25,4,0,11,0,0,5,1,1,0.34,0.3333,0.76,0.1642,22
7763,2011-11-25,4,0,11,1,0,5,1,1,0.34,0.3636,0.76,0.0,12
7764,2011-11-25,4,0,11,2,0,5,1,1,0.28,0.2879,0.81,0.1045,6
7765,2011-11-25,4,0,11,3,0,5,1,1,0.28,0.2879,0.75,0.1045,2
7766,2011-11-25,4,0,11,4,0,5,1,1,0.3,0.3182,0.75,0.1045,3
7767,2011-11-25,4,0,11,5,0,5,1,1,0.28,0.3182,0.75,0.0,3
7768,2011-11-25,4,0,11,6,0,5,1,1,0.26,0.2727,0.81,0.1045,9
7769,2011-11-25,4,0,11,7,0,5,1,1,0.26,0.303,0.81,0.0,31
7770,2011-11-25,4,0,11,8,0,5,1,1,0.26,0.2727,0.81,0.1343,68
7771,2011-11-25,4,0,11,9,0,5,1,1,0.32,0.3485,0.76,0.0,70
7772,2011-11-25,4,0,11,10,0,5,1,1,0.36,0.3485,0.71,0.1642,82
7773,2011-11-25,4,0,11,11,0,5,1,1,0.4,0.4091,0.66,0.1045,127
7774,2011-11-25,4,0,11,12,0,5,1,1,0.46,0.4545,0.51,0.1045,146
7775,2011-11-25,4,0,11,13,0,5,1,1,0.5,0.4848,0.45,0.2239,140
7776,2011-11-25,4,0,11,14,0,5,1,1,0.52,0.5,0.39,0.2239,150
7777,2011-11-25,4,0,11,15,0,5,1,1,0.52,0.5,0.36,0.194,145
7778,2011-11-25,4,0,11,16,0,5,1,1,0.5,0.4848,0.39,0.1642,139
7779,2011-11-25,4,0,11,17,0,5,1,1,0.5,0.4848,0.34,0.1045,127
7780,2011-11-25,4,0,11,18,0,5,1,1,0.46,0.4545,0.44,0.0896,108
7781,2011-11-25,4,0,11,19,0,5,1,1,0.42,0.4242,0.67,0.0,96
7782,2011-11-25,4,0,11,20,0,5,1,1,0.4,0.4091,0.58,0.0896,76
7783,2011-11-25,4,0,11,21,0,5,1,1,0.36,0.3788,0.71,0.0,61
7784,2011-11-25,4,0,11,22,0,5,1,1,0.34,0.3485,0.71,0.0896,46
7785,2011-11-25,4,0,11,23,0,5,1,1,0.34,0.3485,0.76,0.1045,28
7786,2011-11-26,4,0,11,0,0,6,0,1,0.34,0.3485,0.76,0.1045,38
7787,2011-11-26,4,0,11,1,0,6,0,1,0.32,0.3333,0.76,0.0896,24
7788,2011-11-26,4,0,11,2,0,6,0,1,0.3,0.3182,0.81,0.1045,20
7789,2011-11-26,4,0,11,3,0,6,0,1,0.3,0.3333,0.81,0.0,9
7790,2011-11-26,4,0,11,4,0,6,0,1,0.3,0.3333,0.81,0.0,4
7791,2011-11-26,4,0,11,5,0,6,0,1,0.3,0.3182,0.75,0.1045,3
7792,2011-11-26,4,0,11,6,0,6,0,2,0.3,0.3182,0.75,0.0896,8
7793,2011-11-26,4,0,11,7,0,6,0,1,0.26,0.2727,0.87,0.1045,13
7794,2011-11-26,4,0,11,8,0,6,0,1,0.32,0.3333,0.76,0.0896,50
7795,2011-11-26,4,0,11,9,0,6,0,1,0.34,0.3485,0.76,0.0896,67
7796,2011-11-26,4,0,11,10,0,6,0,1,0.36,0.3788,0.81,0.0,84
7797,2011-11-26,4,0,11,11,0,6,0,1,0.4,0.4091,0.62,0.1045,123
7798,2011-11-26,4,0,11,12,0,6,0,1,0.44,0.4394,0.51,0.0,172
7799,2011-11-26,4,0,11,13,0,6,0,1,0.48,0.4697,0.44,0.0,148
7800,2011-11-26,4,0,11,14,0,6,0,2,0.48,0.4697,0.48,0.1343,158
7801,2011-11-26,4,0,11,15,0,6,0,2,0.5,0.4848,0.42,0.1045,160
7802,2011-11-26,4,0,11,16,0,6,0,2,0.46,0.4545,0.47,0.1343,138
7803,2011-11-26,4,0,11,17,0,6,0,2,0.46,0.4545,0.47,0.1343,122
7804,2011-11-26,4,0,11,18,0,6,0,2,0.42,0.4242,0.62,0.1642,118
7805,2011-11-26,4,0,11,19,0,6,0,2,0.4,0.4091,0.71,0.0896,100
7806,2011-11-26,4,0,11,20,0,6,0,2,0.42,0.4242,0.58,0.0,86
7807,2011-11-26,4,0,11,21,0,6,0,2,0.38,0.3939,0.82,0.0,72
7808,2011-11-26,4,0,11,22,0,6,0,2,0.38,0.3939,0.76,0.0,51
7809,2011-11-26,4,0,11,23,0,6,0,1,0.36,0.3788,0.81,0.0,51
7810,2011-11-27,4,0,11,0,0,0,0,1,0.36,0.3788,0.81,0.0,39
7811,2011-11-27,4,0,11,1,0,0,0,1,0.36,0.3788,0.81,0.0,35
7812,2011-11-27,4,0,11,2,0,0,0,1,0.34,0.3636,0.81,0.0,22
7813,2011-11-27,4,0,11,3,0,0,0,1,0.34,0.3636,0.87,0.0,8
7814,2011-11-27,4,0,11,4,0,0,0,1,0.34,0.3485,0.87,0.1045,4
7815,2011-11-27,4,0,11,5,0,0,0,1,0.36,0.3485,0.87,0.194,5
7816,2011-11-27,4,0,11,6,0,0,0,1,0.38,0.3939,0.82,0.1642,9
7817,2011-11-27,4,0,11,7,0,0,0,1,0.38,0.3939,0.87,0.2239,11
7818,2011-11-27,4,0,11,8,0,0,0,1,0.4,0.4091,0.82,0.2985,36
7819,2011-11-27,4,0,11,9,0,0,0,1,0.46,0.4545,0.72,0.2836,90
7820,2011-11-27,4,0,11,10,0,0,0,1,0.46,0.4545,0.72,0.2836,131
7821,2011-11-27,4,0,11,11,0,0,0,1,0.5,0.4848,0.63,0.3582,157
7822,2011-11-27,4,0,11,12,0,0,0,1,0.54,0.5152,0.56,0.2836,193
7823,2011-11-27,4,0,11,13,0,0,0,1,0.54,0.5152,0.6,0.194,216
7824,2011-11-27,4,0,11,14,0,0,0,1,0.62,0.6212,0.43,0.4627,200
7825,2011-11-27,4,0,11,15,0,0,0,1,0.62,0.6212,0.43,0.2836,221
7826,2011-11-27,4,0,11,16,0,0,0,1,0.56,0.5303,0.52,0.2537,229
7827,2011-11-27,4,0,11,17,0,0,0,1,0.54,0.5152,0.56,0.194,167
7828,2011-11-27,4,0,11,18,0,0,0,1,0.5,0.4848,0.63,0.1642,130
7829,2011-11-27,4,0,11,19,0,0,0,1,0.48,0.4697,0.67,0.2239,109
7830,2011-11-27,4,0,11,20,0,0,0,1,0.5,0.4848,0.63,0.2537,94
7831,2011-11-27,4,0,11,21,0,0,0,1,0.48,0.4697,0.67,0.2836,75
7832,2011-11-27,4,0,11,22,0,0,0,1,0.48,0.4697,0.72,0.2537,53
7833,2011-11-27,4,0,11,23,0,0,0,1,0.48,0.4697,0.72,0.2537,27
7834,2011-11-28,4,0,11,0,0,1,1,1,0.46,0.4545,0.77,0.2836,10
7835,2011-11-28,4,0,11,1,0,1,1,1,0.46,0.4545,0.77,0.2985,12
7836,2011-11-28,4,0,11,3,0,1,1,1,0.44,0.4394,0.88,0.2239,4
7837,2011-11-28,4,0,11,4,0,1,1,1,0.44,0.4394,0.82,0.0896,4
7838,2011-11-28,4,0,11,5,0,1,1,1,0.4,0.4091,0.87,0.0,34
7839,2011-11-28,4,0,11,6,0,1,1,1,0.42,0.4242,0.82,0.0896,98
7840,2011-11-28,4,0,11,7,0,1,1,1,0.42,0.4242,0.88,0.0,270
7841,2011-11-28,4,0,11,8,0,1,1,2,0.42,0.4242,0.94,0.0,394
7842,2011-11-28,4,0,11,9,0,1,1,2,0.44,0.4394,0.88,0.2239,191
7843,2011-11-28,4,0,11,10,0,1,1,2,0.48,0.4697,0.77,0.1343,86
7844,2011-11-28,4,0,11,11,0,1,1,2,0.52,0.5,0.68,0.1045,107
7845,2011-11-28,4,0,11,12,0,1,1,1,0.56,0.5303,0.6,0.1045,165
7846,2011-11-28,4,0,11,13,0,1,1,2,0.58,0.5455,0.56,0.0,137
7847,2011-11-28,4,0,11,14,0,1,1,1,0.6,0.6212,0.56,0.0,129
7848,2011-11-28,4,0,11,15,0,1,1,1,0.58,0.5455,0.6,0.1642,132
7849,2011-11-28,4,0,11,16,0,1,1,1,0.56,0.5303,0.6,0.194,240
7850,2011-11-28,4,0,11,17,0,1,1,1,0.58,0.5455,0.56,0.194,444
7851,2011-11-28,4,0,11,18,0,1,1,1,0.56,0.5303,0.64,0.2239,396
7852,2011-11-28,4,0,11,19,0,1,1,1,0.54,0.5152,0.73,0.2239,260
7853,2011-11-28,4,0,11,20,0,1,1,2,0.54,0.5152,0.73,0.2537,206
7854,2011-11-28,4,0,11,21,0,1,1,2,0.54,0.5152,0.77,0.2239,152
7855,2011-11-28,4,0,11,22,0,1,1,2,0.52,0.5,0.83,0.1045,102
7856,2011-11-28,4,0,11,23,0,1,1,2,0.52,0.5,0.83,0.1343,41
7857,2011-11-29,4,0,11,0,0,2,1,1,0.52,0.5,0.83,0.0,18
7858,2011-11-29,4,0,11,1,0,2,1,1,0.52,0.5,0.83,0.0896,16
7859,2011-11-29,4,0,11,2,0,2,1,2,0.5,0.4848,0.88,0.0,5
7860,2011-11-29,4,0,11,3,0,2,1,2,0.5,0.4848,0.88,0.0,2
7861,2011-11-29,4,0,11,4,0,2,1,2,0.52,0.5,0.83,0.3284,5
7862,2011-11-29,4,0,11,5,0,2,1,1,0.5,0.4848,0.88,0.2836,21
7863,2011-11-29,4,0,11,6,0,2,1,1,0.52,0.5,0.83,0.2836,88
7864,2011-11-29,4,0,11,7,0,2,1,1,0.52,0.5,0.77,0.2239,330
7865,2011-11-29,4,0,11,8,0,2,1,1,0.54,0.5152,0.77,0.2836,440
7866,2011-11-29,4,0,11,9,0,2,1,3,0.56,0.5303,0.73,0.4179,197
7867,2011-11-29,4,0,11,10,0,2,1,3,0.56,0.5303,0.73,0.4179,34
7868,2011-11-29,4,0,11,11,0,2,1,3,0.5,0.4848,0.88,0.2985,10
7869,2011-11-29,4,0,11,12,0,2,1,3,0.42,0.4242,0.82,0.4179,17
7870,2011-11-29,4,0,11,13,0,2,1,3,0.42,0.4242,0.77,0.2836,22
7871,2011-11-29,4,0,11,14,0,2,1,3,0.4,0.4091,0.94,0.194,35
7872,2011-11-29,4,0,11,15,0,2,1,3,0.4,0.4091,0.87,0.3284,60
7873,2011-11-29,4,0,11,16,0,2,1,3,0.4,0.4091,0.87,0.2239,146
7874,2011-11-29,4,0,11,17,0,2,1,2,0.4,0.4091,0.87,0.2985,346
7875,2011-11-29,4,0,11,18,0,2,1,2,0.4,0.4091,0.82,0.2985,347
7876,2011-11-29,4,0,11,19,0,2,1,2,0.4,0.4091,0.82,0.3284,244
7877,2011-11-29,4,0,11,20,0,2,1,2,0.38,0.3939,0.87,0.2537,176
7878,2011-11-29,4,0,11,21,0,2,1,2,0.38,0.3939,0.87,0.2537,116
7879,2011-11-29,4,0,11,22,0,2,1,1,0.38,0.3939,0.82,0.2985,90
7880,2011-11-29,4,0,11,23,0,2,1,1,0.36,0.3333,0.76,0.3881,53
7881,2011-11-30,4,0,11,0,0,3,1,1,0.36,0.3333,0.62,0.4179,23
7882,2011-11-30,4,0,11,1,0,3,1,1,0.34,0.303,0.66,0.3284,8
7883,2011-11-30,4,0,11,2,0,3,1,1,0.32,0.3182,0.7,0.1642,5
7884,2011-11-30,4,0,11,3,0,3,1,1,0.32,0.3182,0.7,0.1642,1
7885,2011-11-30,4,0,11,4,0,3,1,1,0.3,0.2879,0.75,0.2239,5
7886,2011-11-30,4,0,11,5,0,3,1,1,0.28,0.2727,0.81,0.194,21
7887,2011-11-30,4,0,11,6,0,3,1,1,0.26,0.2727,0.87,0.1045,100
7888,2011-11-30,4,0,11,7,0,3,1,1,0.26,0.2727,0.81,0.1045,276
7889,2011-11-30,4,0,11,8,0,3,1,1,0.28,0.2727,0.81,0.194,465
7890,2011-11-30,4,0,11,9,0,3,1,1,0.3,0.2879,0.75,0.2836,186
7891,2011-11-30,4,0,11,10,0,3,1,1,0.34,0.3182,0.66,0.2239,95
7892,2011-11-30,4,0,11,11,0,3,1,1,0.38,0.3939,0.54,0.2985,112
7893,2011-11-30,4,0,11,12,0,3,1,2,0.36,0.3333,0.53,0.2836,148
7894,2011-11-30,4,0,11,13,0,3,1,2,0.38,0.3939,0.43,0.3582,131
7895,2011-11-30,4,0,11,14,0,3,1,2,0.38,0.3939,0.43,0.3582,99
7896,2011-11-30,4,0,11,15,0,3,1,1,0.36,0.3333,0.46,0.3284,104
7897,2011-11-30,4,0,11,16,0,3,1,1,0.36,0.3333,0.46,0.2836,199
7898,2011-11-30,4,0,11,17,0,3,1,2,0.34,0.303,0.49,0.3284,365
7899,2011-11-30,4,0,11,18,0,3,1,1,0.34,0.303,0.49,0.3284,369
7900,2011-11-30,4,0,11,19,0,3,1,2,0.32,0.303,0.57,0.2836,273
7901,2011-11-30,4,0,11,20,0,3,1,2,0.32,0.303,0.57,0.2836,184
7902,2011-11-30,4,0,11,21,0,3,1,1,0.32,0.2879,0.53,0.3881,128
7903,2011-11-30,4,0,11,22,0,3,1,1,0.3,0.2727,0.56,0.2985,82
7904,2011-11-30,4,0,11,23,0,3,1,1,0.28,0.2576,0.52,0.2836,46
7905,2011-12-01,4,0,12,0,0,4,1,1,0.28,0.2576,0.52,0.3284,19
7906,2011-12-01,4,0,12,1,0,4,1,1,0.26,0.2424,0.6,0.2836,9
7907,2011-12-01,4,0,12,2,0,4,1,1,0.26,0.2273,0.56,0.2985,8
7908,2011-12-01,4,0,12,3,0,4,1,1,0.26,0.2424,0.56,0.2537,6
7909,2011-12-01,4,0,12,4,0,4,1,1,0.26,0.2424,0.56,0.2836,1
7910,2011-12-01,4,0,12,5,0,4,1,1,0.26,0.2424,0.56,0.2537,23
7911,2011-12-01,4,0,12,6,0,4,1,1,0.24,0.2121,0.65,0.2836,92
7912,2011-12-01,4,0,12,7,0,4,1,1,0.24,0.2121,0.65,0.3582,265
7913,2011-12-01,4,0,12,8,0,4,1,1,0.26,0.2273,0.6,0.3284,462
7914,2011-12-01,4,0,12,9,0,4,1,1,0.3,0.2727,0.52,0.3284,215
7915,2011-12-01,4,0,12,10,0,4,1,1,0.32,0.303,0.53,0.2985,86
7916,2011-12-01,4,0,12,11,0,4,1,1,0.34,0.3182,0.49,0.2537,95
7917,2011-12-01,4,0,12,12,0,4,1,1,0.36,0.3485,0.46,0.2239,139
7918,2011-12-01,4,0,12,13,0,4,1,1,0.4,0.4091,0.4,0.2239,137
7919,2011-12-01,4,0,12,14,0,4,1,1,0.4,0.4091,0.4,0.2239,130
7920,2011-12-01,4,0,12,15,0,4,1,1,0.4,0.4091,0.4,0.2239,144
7921,2011-12-01,4,0,12,16,0,4,1,1,0.4,0.4091,0.4,0.194,192
7922,2011-12-01,4,0,12,17,0,4,1,1,0.36,0.3485,0.46,0.1343,409
7923,2011-12-01,4,0,12,18,0,4,1,1,0.36,0.3636,0.43,0.1045,393
7924,2011-12-01,4,0,12,19,0,4,1,1,0.34,0.3485,0.46,0.1045,219
7925,2011-12-01,4,0,12,20,0,4,1,1,0.34,0.3485,0.46,0.1045,178
7926,2011-12-01,4,0,12,21,0,4,1,1,0.3,0.3182,0.61,0.1045,154
7927,2011-12-01,4,0,12,22,0,4,1,1,0.3,0.3333,0.61,0.0,99
7928,2011-12-01,4,0,12,23,0,4,1,1,0.26,0.2879,0.7,0.0896,70
7929,2011-12-02,4,0,12,0,0,5,1,1,0.26,0.2879,0.7,0.0896,32
7930,2011-12-02,4,0,12,1,0,5,1,1,0.24,0.2879,0.75,0.0,14
7931,2011-12-02,4,0,12,2,0,5,1,1,0.24,0.2879,0.75,0.0,10
7932,2011-12-02,4,0,12,3,0,5,1,1,0.22,0.2727,0.8,0.0,1
7933,2011-12-02,4,0,12,4,0,5,1,1,0.22,0.2727,0.8,0.0,3
7934,2011-12-02,4,0,12,5,0,5,1,1,0.22,0.2576,0.8,0.0896,23
7935,2011-12-02,4,0,12,6,0,5,1,1,0.22,0.2727,0.8,0.0,84
7936,2011-12-02,4,0,12,7,0,5,1,1,0.22,0.2576,0.87,0.0896,199
7937,2011-12-02,4,0,12,8,0,5,1,1,0.24,0.2879,0.87,0.0,432
7938,2011-12-02,4,0,12,9,0,5,1,1,0.28,0.3182,0.81,0.0,234
7939,2011-12-02,4,0,12,10,0,5,1,1,0.3,0.2879,0.75,0.2239,89
7940,2011-12-02,4,0,12,11,0,5,1,1,0.34,0.3333,0.66,0.1642,142
7941,2011-12-02,4,0,12,12,0,5,1,1,0.36,0.3485,0.57,0.1343,186
7942,2011-12-02,4,0,12,13,0,5,1,1,0.4,0.4091,0.47,0.1343,188
7943,2011-12-02,4,0,12,14,0,5,1,1,0.42,0.4242,0.44,0.1045,145
7944,2011-12-02,4,0,12,15,0,5,1,1,0.42,0.4242,0.41,0.0896,175
7945,2011-12-02,4,0,12,16,0,5,1,1,0.42,0.4242,0.41,0.0896,254
7946,2011-12-02,4,0,12,17,0,5,1,1,0.42,0.4242,0.38,0.0,391
7947,2011-12-02,4,0,12,18,0,5,1,1,0.4,0.4091,0.5,0.0,362
7948,2011-12-02,4,0,12,19,0,5,1,1,0.34,0.3182,0.53,0.2537,252
7949,2011-12-02,4,0,12,20,0,5,1,1,0.38,0.3939,0.4,0.2836,178
7950,2011-12-02,4,0,12,21,0,5,1,1,0.34,0.3333,0.49,0.194,102
7951,2011-12-02,4,0,12,22,0,5,1,1,0.32,0.3182,0.53,0.194,95
7952,2011-12-02,4,0,12,23,0,5,1,1,0.32,0.303,0.53,0.2836,81
7953,2011-12-03,4,0,12,0,0,6,0,1,0.3,0.2879,0.56,0.2537,65
7954,2011-12-03,4,0,12,1,0,6,0,1,0.26,0.2576,0.65,0.194,62
7955,2011-12-03,4,0,12,2,0,6,0,1,0.26,0.2576,0.65,0.1642,41
7956,2011-12-03,4,0,12,3,0,6,0,1,0.24,0.2424,0.7,0.1343,5
7957,2011-12-03,4,0,12,4,0,6,0,1,0.22,0.2273,0.75,0.1343,7
7958,2011-12-03,4,0,12,5,0,6,0,1,0.24,0.2576,0.7,0.0896,6
7959,2011-12-03,4,0,12,6,0,6,0,1,0.24,0.2576,0.65,0.1045,10
7960,2011-12-03,4,0,12,7,0,6,0,1,0.22,0.2576,0.75,0.0896,24
7961,2011-12-03,4,0,12,8,0,6,0,1,0.24,0.2576,0.75,0.0896,62
7962,2011-12-03,4,0,12,9,0,6,0,1,0.26,0.2727,0.7,0.1045,99
7963,2011-12-03,4,0,12,10,0,6,0,1,0.32,0.3333,0.61,0.1343,173
7964,2011-12-03,4,0,12,11,0,6,0,1,0.32,0.3333,0.57,0.0896,227
7965,2011-12-03,4,0,12,12,0,6,0,1,0.36,0.3788,0.5,0.0,280
7966,2011-12-03,4,0,12,13,0,6,0,1,0.36,0.3636,0.5,0.0896,222
7967,2011-12-03,4,0,12,14,0,6,0,1,0.36,0.3788,0.46,0.0,251
7968,2011-12-03,4,0,12,15,0,6,0,1,0.38,0.3939,0.46,0.0,237
7969,2011-12-03,4,0,12,16,0,6,0,1,0.38,0.3939,0.46,0.0,230
7970,2011-12-03,4,0,12,17,0,6,0,1,0.36,0.3788,0.62,0.0,186
7971,2011-12-03,4,0,12,18,0,6,0,1,0.34,0.3333,0.53,0.1343,193
7972,2011-12-03,4,0,12,19,0,6,0,1,0.3,0.3182,0.61,0.0896,144
7973,2011-12-03,4,0,12,20,0,6,0,1,0.3,0.3182,0.61,0.0896,110
7974,2011-12-03,4,0,12,21,0,6,0,2,0.3,0.3182,0.61,0.0896,104
7975,2011-12-03,4,0,12,22,0,6,0,2,0.32,0.3333,0.61,0.0896,97
7976,2011-12-03,4,0,12,23,0,6,0,1,0.3,0.303,0.7,0.1343,73
7977,2011-12-04,4,0,12,0,0,0,0,1,0.3,0.3182,0.7,0.1045,64
7978,2011-12-04,4,0,12,1,0,0,0,1,0.3,0.3182,0.75,0.0896,54
7979,2011-12-04,4,0,12,2,0,0,0,1,0.26,0.303,0.81,0.0,51
7980,2011-12-04,4,0,12,3,0,0,0,1,0.28,0.3182,0.75,0.0,34
7981,2011-12-04,4,0,12,4,0,0,0,1,0.26,0.303,0.87,0.0,9
7982,2011-12-04,4,0,12,5,0,0,0,1,0.26,0.303,0.81,0.0,2
7983,2011-12-04,4,0,12,6,0,0,0,1,0.24,0.2879,0.93,0.0,3
7984,2011-12-04,4,0,12,7,0,0,0,1,0.26,0.303,0.87,0.0,23
7985,2011-12-04,4,0,12,8,0,0,0,1,0.26,0.303,0.87,0.0,48
7986,2011-12-04,4,0,12,9,0,0,0,1,0.3,0.3333,0.81,0.0,114
7987,2011-12-04,4,0,12,10,0,0,0,1,0.32,0.3333,0.81,0.1343,180
7988,2011-12-04,4,0,12,11,0,0,0,1,0.34,0.3333,0.81,0.1642,206
7989,2011-12-04,4,0,12,12,0,0,0,1,0.36,0.3485,0.81,0.1642,247
7990,2011-12-04,4,0,12,13,0,0,0,1,0.4,0.4091,0.66,0.2239,269
7991,2011-12-04,4,0,12,14,0,0,0,1,0.42,0.4242,0.62,0.1343,246
7992,2011-12-04,4,0,12,15,0,0,0,1,0.42,0.4242,0.62,0.194,227
7993,2011-12-04,4,0,12,16,0,0,0,1,0.42,0.4242,0.58,0.2239,266
7994,2011-12-04,4,0,12,17,0,0,0,1,0.38,0.3939,0.76,0.1343,207
7995,2011-12-04,4,0,12,18,0,0,0,1,0.38,0.3939,0.71,0.0,161
7996,2011-12-04,4,0,12,19,0,0,0,1,0.38,0.3939,0.76,0.0,158
7997,2011-12-04,4,0,12,20,0,0,0,1,0.36,0.3485,0.76,0.1343,116
7998,2011-12-04,4,0,12,21,0,0,0,1,0.36,0.3636,0.81,0.1045,65
7999,2011-12-04,4,0,12,22,0,0,0,1,0.34,0.3485,0.87,0.1045,59
8000,2011-12-04,4,0,12,23,0,0,0,1,0.34,0.3485,0.87,0.1045,42
8001,2011-12-05,4,0,12,0,0,1,1,1,0.32,0.3333,0.87,0.0896,21
8002,2011-12-05,4,0,12,1,0,1,1,1,0.32,0.3485,0.87,0.0,10
8003,2011-12-05,4,0,12,2,0,1,1,1,0.32,0.3485,0.87,0.0,8
8004,2011-12-05,4,0,12,3,0,1,1,1,0.32,0.3485,0.87,0.0,2
8005,2011-12-05,4,0,12,4,0,1,1,1,0.3,0.3182,0.87,0.1045,7
8006,2011-12-05,4,0,12,5,0,1,1,1,0.3,0.3182,0.87,0.1045,24
8007,2011-12-05,4,0,12,6,0,1,1,1,0.3,0.3182,0.93,0.0896,89
8008,2011-12-05,4,0,12,7,0,1,1,1,0.32,0.3485,0.9,0.0,274
8009,2011-12-05,4,0,12,8,0,1,1,1,0.32,0.3485,0.93,0.0,392
8010,2011-12-05,4,0,12,9,0,1,1,2,0.36,0.3636,0.87,0.0896,178
8011,2011-12-05,4,0,12,10,0,1,1,2,0.36,0.3636,0.87,0.0896,78
8012,2011-12-05,4,0,12,11,0,1,1,2,0.36,0.3636,0.87,0.0896,106
8013,2011-12-05,4,0,12,12,0,1,1,2,0.4,0.4091,0.76,0.1045,125
8014,2011-12-05,4,0,12,13,0,1,1,2,0.42,0.4242,0.71,0.0896,153
8015,2011-12-05,4,0,12,14,0,1,1,2,0.46,0.4545,0.67,0.0,126
8016,2011-12-05,4,0,12,15,0,1,1,2,0.46,0.4545,0.72,0.0896,132
8017,2011-12-05,4,0,12,16,0,1,1,1,0.5,0.4848,0.63,0.0896,238
8018,2011-12-05,4,0,12,17,0,1,1,1,0.42,0.4242,0.77,0.0,430
8019,2011-12-05,4,0,12,18,0,1,1,1,0.44,0.4394,0.77,0.0,386
8020,2011-12-05,4,0,12,19,0,1,1,2,0.46,0.4545,0.77,0.0,295
8021,2011-12-05,4,0,12,20,0,1,1,2,0.46,0.4545,0.82,0.1045,190
8022,2011-12-05,4,0,12,21,0,1,1,2,0.44,0.4394,0.88,0.0896,166
8023,2011-12-05,4,0,12,22,0,1,1,2,0.44,0.4394,0.88,0.1343,94
8024,2011-12-05,4,0,12,23,0,1,1,2,0.46,0.4545,0.88,0.1343,54
8025,2011-12-06,4,0,12,0,0,2,1,2,0.5,0.4848,0.77,0.2985,25
8026,2011-12-06,4,0,12,1,0,2,1,2,0.46,0.4545,0.88,0.2985,14
8027,2011-12-06,4,0,12,2,0,2,1,2,0.46,0.4545,0.87,0.194,3
8028,2011-12-06,4,0,12,3,0,2,1,2,0.46,0.4545,0.87,0.194,3
8029,2011-12-06,4,0,12,4,0,2,1,3,0.46,0.4545,0.88,0.2239,7
8030,2011-12-06,4,0,12,5,0,2,1,3,0.46,0.4545,0.88,0.2239,20
8031,2011-12-06,4,0,12,6,0,2,1,2,0.44,0.4394,0.94,0.2836,81
8032,2011-12-06,4,0,12,7,0,2,1,2,0.46,0.4545,0.94,0.194,227
8033,2011-12-06,4,0,12,8,0,2,1,2,0.46,0.4545,0.94,0.194,401
8034,2011-12-06,4,0,12,9,0,2,1,2,0.46,0.4545,0.94,0.2239,200
8035,2011-12-06,4,0,12,10,0,2,1,3,0.46,0.4545,0.94,0.2836,44
8036,2011-12-06,4,0,12,11,0,2,1,3,0.46,0.4545,0.94,0.2537,28
8037,2011-12-06,4,0,12,12,0,2,1,3,0.46,0.4545,1.0,0.2239,50
8038,2011-12-06,4,0,12,13,0,2,1,3,0.46,0.4545,1.0,0.194,65
8039,2011-12-06,4,0,12,14,0,2,1,3,0.48,0.4697,1.0,0.2239,69
8040,2011-12-06,4,0,12,15,0,2,1,3,0.5,0.4848,1.0,0.194,43
8041,2011-12-06,4,0,12,16,0,2,1,3,0.46,0.4545,1.0,0.2537,84
8042,2011-12-06,4,0,12,17,0,2,1,2,0.46,0.4545,1.0,0.2239,249
8043,2011-12-06,4,0,12,18,0,2,1,2,0.46,0.4545,1.0,0.2836,287
8044,2011-12-06,4,0,12,19,0,2,1,3,0.46,0.4545,1.0,0.2985,223
8045,2011-12-06,4,0,12,20,0,2,1,3,0.46,0.4545,1.0,0.2985,107
8046,2011-12-06,4,0,12,21,0,2,1,2,0.44,0.4394,1.0,0.194,108
8047,2011-12-06,4,0,12,22,0,2,1,3,0.46,0.4545,1.0,0.1642,82
8048,2011-12-06,4,0,12,23,0,2,1,3,0.46,0.4545,1.0,0.1642,48
8049,2011-12-07,4,0,12,0,0,3,1,1,0.44,0.4394,1.0,0.194,30
8050,2011-12-07,4,0,12,1,0,3,1,2,0.46,0.4545,1.0,0.2537,9
8051,2011-12-07,4,0,12,2,0,3,1,3,0.46,0.4545,1.0,0.2239,4
8052,2011-12-07,4,0,12,3,0,3,1,3,0.46,0.4545,1.0,0.2239,3
8053,2011-12-07,4,0,12,4,0,3,1,3,0.46,0.4545,1.0,0.1642,1
